"Date","Time (GMT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"1993/01/01","00:00","2.375","1.958","1.717","1.092","1.113","0.51","0.171","-0.231","0"
"1993/02/01","00:00","2.281","1.939","1.744","1.101","1.116","0.485","0.208","-0.2","0"
"1993/03/01","00:00","2.009","1.762","1.619","0.997","1.007","0.394","0.129","-0.249","0"
"1993/04/01","00:00","2.003","1.668","1.534","0.894","0.912","0.293","-0.036","-0.298","0"
"1993/05/01","00:00","2.031","1.811","1.616","0.961","0.976","0.339","-0.015","-0.542","0"
"1993/06/01","00:00","2.125","1.842","1.61","0.967","0.982","0.357","-0.039","-0.368","0"
"1993/07/01","00:00","2.064","1.89","1.656","0.997","1.016","0.376","-0.002","-0.313","0"
"1993/08/01","00:00","1.973","1.826","1.644","0.991","1.003","0.363","0.068","-0.219","0"
"1993/09/01","00:00","2.015","1.747","1.625","0.985","0.994","0.366","0.138","-0.085","0"
"1993/10/01","00:00","2.165","1.778","1.647","0.994","1.013","0.376","0.08","-0.246","0"
"1993/11/01","00:00","2.168","1.817","1.625","0.967","0.988","0.348","-0.024","-0.53","0"
"1993/12/01","00:00","2.378","1.836","1.604","0.936","0.955","0.306","-0.1","-0.478","0"
"1994/01/01","00:00","2.034","1.796","1.58","0.918","0.93","0.281","-0.063","-0.456","0"
"1994/02/01","00:00","2.211","1.799","1.601","0.955","0.964","0.327","0.059","-0.24","0"
"1994/03/01","00:00","1.927","1.689","1.537","0.882","0.891","0.248","-0.005","-0.359","0"
"1994/04/01","00:00","2.104","1.644","1.507","0.845","0.861","0.214","-0.109","-0.456","0"
"1994/05/01","00:00","2.107","1.696","1.525","0.864","0.879","0.236","-0.133","-0.554","0"
"1994/06/01","00:00","2.083","1.76","1.537","0.882","0.894","0.254","-0.109","-0.572","0"
"1994/07/01","00:00","2.065","1.818","1.589","0.952","0.967","0.342","0.022","-0.377","0"
"1994/08/01","00:00","1.985","1.757","1.565","0.928","0.94","0.315","0.035","-0.215","0"
"1994/09/01","00:00","1.83","1.714","1.586","0.94","0.955","0.321","0.08","-0.112","0"
"1994/10/01","00:00","2.028","1.708","1.592","0.94","0.952","0.315","0.053","-0.218","0"
"1994/11/01","00:00","2.174","1.741","1.559","0.894","0.912","0.266","-0.078","-0.508","0"
"1994/12/01","00:00","2.321","1.86","1.626","0.94","0.961","0.3","-0.09","-0.456","0"
"1995/01/01","00:00","2.223","2.016","1.787","1.138","1.156","0.528","0.175","-0.447","0"
"1995/02/01","00:00","2.062","1.815","1.635","1.031","1.043","0.455","0.205","-0.124","0"
"1995/03/01","00:00","2.113","1.818","1.687","1.101","1.117","0.547","0.345","0.105","0"
"1995/04/01","00:00","1.949","1.656","1.519","0.909","0.931","0.342","0.071","-0.34","0"
"1995/05/01","00:00","2.116","1.708","1.534","0.928","0.949","0.367","0.016","-0.401","0"
"1995/06/01","00:00","2.113","1.772","1.556","0.925","0.949","0.339","-0.026","-0.551","0"
"1995/07/01","00:00","2.144","1.821","1.613","0.97","0.986","0.358","0.025","-0.468","0"
"1995/08/01","00:00","2.153","1.833","1.647","0.998","1.004","0.359","0.117","-0.276","0"
"1995/09/01","00:00","1.952","1.793","1.656","1.01","1.016","0.379","0.144","-0.16","0"
"1995/10/01","00:00","1.94","1.729","1.613","0.961","0.973","0.333","0.056","-0.337","0"
"1995/11/01","00:00","2.065","1.741","1.571","0.906","0.919","0.266","-0.066","-0.502","0"
"1995/12/01","00:00","2.196","1.842","1.613","0.955","0.967","0.318","-0.029","-0.511","0"
"1996/01/01","00:00","2.137","1.783","1.566","0.919","0.934","0.302","-0.025","-0.552","0"
"1996/02/01","00:00","2.174","1.854","1.688","1.073","1.097","0.506","0.263","-0.159","0"
"1996/03/01","00:00","1.921","1.694","1.582","0.985","1.002","0.422","0.201","-0.093","0"
"1996/04/01","00:00","1.895","1.606","1.494","0.862","0.879","0.263","0.017","-0.234","0"
"1996/05/01","00:00","2.053","1.714","1.54","0.9","0.918","0.296","-0.023","-0.374","0"
"1996/06/01","00:00","2.047","1.758","1.543","0.888","0.902","0.26","-0.104","-0.45","0"
"1996/07/01","00:00","2.119","1.848","1.631","0.955","0.969","0.306","-0.047","-0.456","0"
"1996/08/01","00:00","1.978","1.795","1.628","0.96","0.969","0.31","0.056","-0.312","0"
"1996/09/01","00:00","1.893","1.759","1.637","0.986","0.994","0.351","0.142","-0.047","0"
"1996/10/01","00:00","1.954","1.69","1.582","0.937","0.949","0.316","0.049","-0.254","0"
"1996/11/01","00:00","2.072","1.705","1.55","0.898","0.914","0.278","-0.056","-0.389","0"
"1996/12/01","00:00","2.294","1.852","1.644","1.001","1.022","0.4","0.035","-0.418","0"
"1997/01/01","00:00","2.144","1.894","1.687","1.117","1.148","0.609","0.298","-0.294","0"
"1997/02/01","00:00","2.057","1.739","1.541","0.932","0.948","0.354","0.083","-0.315","0"
"1997/03/01","00:00","1.85","1.659","1.537","0.893","0.909","0.28","0.038","-0.324","0"
"1997/04/01","00:00","1.826","1.589","1.472","0.812","0.826","0.18","-0.112","-0.338","0"
"1997/05/01","00:00","1.947","1.728","1.566","0.905","0.919","0.272","-0.05","-0.363","0"
"1997/06/01","00:00","2.122","1.853","1.64","0.973","0.987","0.334","-0.018","-0.408","0"
"1997/07/01","00:00","2.1","1.877","1.658","0.994","1.008","0.358","0.014","-0.316","0"
"1997/08/01","00:00","2.168","1.886","1.71","1.05","1.06","0.409","0.135","-0.18","0"
"1997/09/01","00:00","2.04","1.805","1.692","1.048","1.056","0.42","0.217","-0.127","0"
"1997/10/01","00:00","2.128","1.823","1.722","1.072","1.083","0.443","0.224","-0.092","0"
"1997/11/01","00:00","2.345","1.983","1.821","1.156","1.173","0.525","0.201","-0.159","0"
"1997/12/01","00:00","2.325","2.02","1.803","1.126","1.148","0.492","0.126","-0.247","0"
"1998/01/01","00:00","2.321","2.035","1.822","1.159","1.179","0.535","0.198","-0.135","0"
"1998/02/01","00:00","2.554","2.014","1.831","1.26","1.281","0.73","0.469","-0.143","0"
"1998/03/01","00:00","2.034","1.793","1.668","1.037","1.061","0.453","0.246","-0.105","0"
"1998/04/01","00:00","2.028","1.698","1.581","0.954","0.976","0.371","0.103","-0.315","0"
"1998/05/01","00:00","2.081","1.756","1.598","0.965","0.99","0.381","0.053","-0.384","0"
"1998/06/01","00:00","2.129","1.826","1.63","1.004","1.028","0.425","0.073","-0.307","0"
"1998/07/01","00:00","2.081","1.819","1.611","0.994","1.01","0.408","0.099","-0.243","0"
"1998/08/01","00:00","2.044","1.818","1.639","1.019","1.032","0.424","0.155","-0.174","0"
"1998/09/01","00:00","2.031","1.791","1.673","1.038","1.05","0.427","0.187","-0.03","0"
"1998/10/01","00:00","1.976","1.668","1.577","0.933","0.942","0.307","0.052","-0.168","0"
"1998/11/01","00:00","2.226","1.76","1.593","0.929","0.943","0.293","-0.021","-0.476","0"
"1998/12/01","00:00","2.183","1.737","1.519","0.856","0.878","0.237","-0.144","-0.51","0"
"1999/01/01","00:00","2.061","1.792","1.566","0.904","0.919","0.271","-0.114","-0.575","0"
"1999/02/01","00:00","1.861","1.717","1.528","0.91","0.926","0.324","0.019","-0.418","0"
"1999/03/01","00:00","1.932","1.676","1.564","0.935","0.949","0.333","0.093","-0.268","0"
"1999/04/01","00:00","1.928","1.6","1.486","0.85","0.862","0.238","-0.019","-0.366","0"
"1999/05/01","00:00","1.972","1.667","1.49","0.845","0.861","0.232","-0.117","-0.585","0"
"1999/06/01","00:00","2.063","1.763","1.553","0.898","0.919","0.285","-0.109","-0.609","0"
"1999/07/01","00:00","2.191","1.81","1.595","0.941","0.958","0.321","-0.056","-0.429","0"
"1999/08/01","00:00","2.084","1.755","1.575","0.929","0.941","0.307","0.023","-0.36","0"
"1999/09/01","00:00","1.984","1.743","1.605","0.96","0.972","0.338","0.095","-0.115","0"
"1999/10/01","00:00","2.001","1.669","1.564","0.913","0.93","0.295","0.002","-0.335","0"
"1999/11/01","00:00","1.987","1.707","1.56","0.896","0.915","0.269","-0.079","-0.703","0"
"1999/12/01","00:00","2.109","1.701","1.489","0.826","0.844","0.198","-0.171","-0.7","0"
"2000/01/01","00:00","2.176","1.762","1.533","0.88","0.896","0.258","-0.12","-0.536","0"
"2000/02/01","00:00","2.171","1.849","1.657","1.028","1.048","0.439","0.127","-0.354","0"
"2000/03/01","00:00","1.91","1.645","1.515","0.924","0.941","0.366","0.095","-0.304","0"
"2000/04/01","00:00","1.949","1.606","1.506","0.864","0.884","0.261","-0.031","-0.23","0"
"2000/05/01","00:00","1.951","1.678","1.512","0.864","0.883","0.253","-0.082","-0.411","0"
"2000/06/01","00:00","2.145","1.824","1.607","0.943","0.965","0.322","-0.076","-0.528","0"
"2000/07/01","00:00","2.205","1.84","1.608","0.932","0.947","0.286","-0.111","-0.547","0"
"2000/08/01","00:00","2.119","1.797","1.615","0.949","0.964","0.312","-0.012","-0.422","0"
"2000/09/01","00:00","1.928","1.756","1.628","0.981","0.993","0.358","0.118","-0.115","0"
"2000/10/01","00:00","2.002","1.721","1.608","0.963","0.979","0.349","0.053","-0.158","0"
"2000/11/01","00:00","1.948","1.685","1.526","0.879","0.902","0.277","-0.097","-0.418","0"
"2000/12/01","00:00","2.085","1.72","1.519","0.868","0.892","0.264","-0.151","-0.591","0"
"2001/01/01","00:00","2.458","1.792","1.575","0.917","0.937","0.298","-0.068","-0.438","0"
"2001/02/01","00:00","2.037","1.787","1.575","0.918","0.93","0.284","-0.04","-0.637","0"
"2001/03/01","00:00","2.095","1.715","1.574","0.929","0.948","0.322","0.046","-0.268","0"
"2001/04/01","00:00","1.801","1.593","1.464","0.809","0.828","0.191","-0.155","-0.309","0"
"2001/05/01","00:00","1.982","1.721","1.557","0.899","0.919","0.28","-0.097","-0.408","0"
"2001/06/01","00:00","2.075","1.78","1.556","0.899","0.917","0.278","-0.114","-0.488","0"
"2001/07/01","00:00","2.127","1.842","1.603","0.953","0.974","0.344","-0.055","-0.488","0"
"2001/08/01","00:00","2.073","1.786","1.585","0.94","0.957","0.328","-0.031","-0.445","0"
"2001/09/01","00:00","1.971","1.749","1.613","0.978","0.989","0.364","0.081","-0.265","0"
"2001/10/01","00:00","1.967","1.704","1.585","0.949","0.965","0.344","0.072","-0.153","0"
"2001/11/01","00:00","2.076","1.789","1.609","0.962","0.984","0.358","-0.011","-0.298","0"
"2001/12/01","00:00","2.258","1.817","1.584","0.927","0.954","0.323","-0.122","-0.508","0"
"2002/01/01","00:00","2.164","1.804","1.57","0.915","0.939","0.307","-0.115","-0.557","0"
"2002/02/01","00:00","2.045","1.732","1.53","0.886","0.902","0.274","-0.062","-0.425","0"
"2002/03/01","00:00","1.942","1.679","1.536","0.877","0.891","0.245","-0.026","-0.315","0"
"2002/04/01","00:00","1.965","1.635","1.502","0.85","0.87","0.237","-0.098","-0.4","0"
"2002/05/01","00:00","2.036","1.671","1.493","0.84","0.867","0.24","-0.172","-0.467","0"
"2002/06/01","00:00","2.015","1.744","1.53","0.884","0.908","0.285","-0.143","-0.473","0"
"2002/07/01","00:00","2.084","1.821","1.593","0.962","0.981","0.369","-0.014","-0.373","0"
"2002/08/01","00:00","2.052","1.8","1.595","0.977","0.992","0.388","0.061","-0.359","0"
"2002/09/01","00:00","1.968","1.796","1.642","1.008","1.026","0.409","0.103","-0.278","0"
"2002/10/01","00:00","2.04","1.73","1.623","0.979","1","0.377","0.053","-0.143","0"
"2002/11/01","00:00","2.233","1.825","1.661","1.004","1.026","0.391","0.024","-0.389","0"
"2002/12/01","00:00","2.274","1.977","1.741","1.08","1.103","0.465","0.036","-0.485","0"
"2003/01/01","00:00","2.157","1.874","1.633","0.994","1.024","0.414","-0.015","-0.376","0"
"2003/02/01","00:00","2.078","1.836","1.634","1.002","1.022","0.41","0.043","-0.325","0"
"2003/03/01","00:00","1.937","1.625","1.489","0.855","0.871","0.252","-0.067","-0.316","0"
"2003/04/01","00:00","1.986","1.659","1.533","0.895","0.915","0.296","-0.02","-0.427","0"
"2003/05/01","00:00","2.018","1.681","1.498","0.874","0.9","0.301","-0.103","-0.641","0"
"2003/06/01","00:00","2.114","1.791","1.564","0.923","0.955","0.345","-0.113","-0.631","0"
"2003/07/01","00:00","2.086","1.822","1.587","0.939","0.969","0.35","-0.098","-0.539","0"
"2003/08/01","00:00","2.044","1.837","1.645","1.003","1.024","0.403","0.056","-0.366","0"
"2003/09/01","00:00","1.951","1.796","1.634","0.998","1.016","0.398","0.096","-0.193","0"
"2003/10/01","00:00","2.118","1.759","1.624","0.984","1.011","0.398","0.037","-0.284","0"
"2003/11/01","00:00","2.161","1.747","1.581","0.937","0.967","0.352","-0.06","-0.594","0"
"2003/12/01","00:00","2.474","1.865","1.648","1.003","1.034","0.419","-0.005","-0.416","0"
"2004/01/01","00:00","2.159","1.858","1.612","0.992","1.014","0.415","0","-0.524","0"
"2004/02/01","00:00","2.108","1.798","1.584","0.97","0.993","0.402","0.033","-0.39","0"
"2004/03/01","00:00","1.885","1.689","1.541","0.947","0.969","0.397","0.065","-0.207","0"
"2004/04/01","00:00","1.877","1.614","1.49","0.856","0.882","0.273","-0.084","-0.322","0"
"2004/05/01","00:00","2.094","1.71","1.528","0.882","0.907","0.286","-0.106","-0.467","0"
"2004/06/01","00:00","2.161","1.816","1.575","0.918","0.95","0.325","-0.137","-0.643","0"
"2004/07/01","00:00","2.226","1.874","1.623","0.957","0.983","0.342","-0.112","-0.608","0"
"2004/08/01","00:00","2.147","1.83","1.627","0.975","0.996","0.364","-0.011","-0.473","0"
"2004/09/01","00:00","1.942","1.807","1.66","1.023","1.044","0.428","0.137","-0.164","0"
"2004/10/01","00:00","2.104","1.751","1.622","0.991","1.016","0.41","0.058","-0.127","0"
"2004/11/01","00:00","2.116","1.765","1.588","0.956","0.988","0.387","-0.04","-0.433","0"
"2004/12/01","00:00","2.258","1.85","1.636","0.996","1.031","0.425","-0.042","-0.57","0"
"2005/01/01","00:00","2.481","1.908","1.684","1.054","1.078","0.472","0.066","-0.445","0"
"2005/02/01","00:00","2.124","1.876","1.672","1.031","1.053","0.433","0.079","-0.502","0"
"2005/03/01","00:00","1.911","1.747","1.595","0.969","0.992","0.388","0.064","-0.325","0"
"2005/04/01","00:00","2.023","1.673","1.517","0.891","0.918","0.318","-0.062","-0.241","0"
"2005/05/01","00:00","2.09","1.766","1.587","0.951","0.983","0.378","-0.049","-0.422","0"
"2005/06/01","00:00","2.114","1.808","1.563","0.928","0.958","0.353","-0.086","-0.592","0"
"2005/07/01","00:00","2.278","1.906","1.649","1.004","1.034","0.418","-0.023","-0.515","0"
"2005/08/01","00:00","2.185","1.873","1.657","1.016","1.042","0.427","0.034","-0.381","0"
"2005/09/01","00:00","1.969","1.785","1.629","0.997","1.017","0.404","0.08","-0.273","0"
"2005/10/01","00:00","2.054","1.745","1.605","0.965","0.988","0.37","0.046","-0.243","0"
"2005/11/01","00:00","2.007","1.777","1.573","0.929","0.959","0.344","-0.073","-0.358","0"
"2005/12/01","00:00","2.466","1.896","1.64","0.983","1.018","0.395","-0.092","-0.63","0"
"2006/01/01","00:00","2.438","1.871","1.617","1.01","1.044","0.47","0.026","-0.526","0"
"2006/02/01","00:00","2.26","1.781","1.566","0.954","0.98","0.393","0.035","-0.407","0"
"2006/03/01","00:00","2.13","1.79","1.625","1.001","1.021","0.417","0.13","-0.221","0"
"2006/04/01","00:00","2.102","1.841","1.676","1.096","1.127","0.577","0.233","-0.301","0"
"2006/05/01","00:00","2.184","1.826","1.637","1.013","1.057","0.476","0.035","-0.431","0"
"2006/06/01","00:00","2.091","1.81","1.584","0.963","0.997","0.409","-0.046","-0.405","0"
"2006/07/01","00:00","2.141","1.868","1.642","1.018","1.044","0.446","0.033","-0.442","0"
"2006/08/01","00:00","2.152","1.893","1.663","1.043","1.063","0.463","0.119","-0.334","0"
"2006/09/01","00:00","2.031","1.837","1.669","1.034","1.059","0.448","0.114","-0.293","0"
"2006/10/01","00:00","2.158","1.796","1.665","1.022","1.049","0.432","0.071","-0.148","0"
"2006/11/01","00:00","2.104","1.786","1.602","0.947","0.974","0.346","-0.05","-0.419","0"
"2006/12/01","00:00","2.092","1.838","1.58","0.927","0.953","0.325","-0.119","-0.472","0"
"2007/01/01","00:00","2.082","1.793","1.544","0.889","0.923","0.301","-0.155","-0.504","0"
"2007/02/01","00:00","2.008","1.734","1.529","0.893","0.914","0.298","-0.075","-0.539","0"
"2007/03/01","00:00","1.918","1.597","1.454","0.82","0.843","0.232","-0.09","-0.333","0"
"2007/04/01","00:00","2.038","1.597","1.448","0.814","0.838","0.227","-0.12","-0.536","0"
"2007/05/01","00:00","2.018","1.698","1.486","0.847","0.873","0.259","-0.159","-0.647","0"
"2007/06/01","00:00","2.157","1.773","1.526","0.886","0.919","0.311","-0.163","-0.48","0"
"2007/07/01","00:00","2.113","1.84","1.596","0.946","0.976","0.355","-0.096","-0.446","0"
"2007/08/01","00:00","2.026","1.811","1.612","0.97","0.991","0.369","0.03","-0.291","0"
"2007/09/01","00:00","2.074","1.775","1.603","0.967","0.987","0.37","0.059","-0.161","0"
"2007/10/01","00:00","2.103","1.712","1.556","0.909","0.937","0.317","-0.068","-0.522","0"
"2007/11/01","00:00","2.164","1.734","1.547","0.895","0.925","0.303","-0.129","-0.616","0"
"2007/12/01","00:00","2.055","1.752","1.514","0.861","0.892","0.269","-0.165","-0.742","0"
"2008/01/01","00:00","2.255","1.848","1.598","0.968","0.992","0.385","-0.019","-0.481","0"
"2008/02/01","00:00","1.997","1.75","1.543","0.917","0.94","0.337","-0.024","-0.404","0"
"2008/03/01","00:00","1.789","1.568","1.405","0.79","0.814","0.222","-0.123","-0.35","0"
"2008/04/01","00:00","1.899","1.57","1.428","0.793","0.818","0.207","-0.169","-0.448","0"
"2008/05/01","00:00","2.074","1.714","1.514","0.869","0.897","0.279","-0.122","-0.611","0"
"2008/06/01","00:00","2.147","1.81","1.562","0.912","0.943","0.323","-0.138","-0.664","0"
"2008/07/01","00:00","2.195","1.92","1.665","1.009","1.032","0.399","-0.04","-0.531","0"
"2008/08/01","00:00","2.127","1.888","1.686","1.037","1.057","0.428","0.08","-0.379","0"
"2008/09/01","00:00","1.961","1.804","1.663","1.038","1.054","0.444","0.178","-0.029","0"
"2008/10/01","00:00","2.056","1.726","1.575","0.944","0.965","0.355","0.006","-0.278","0"
"2008/11/01","00:00","2.115","1.778","1.578","0.937","0.967","0.355","-0.073","-0.548","0"
"2008/12/01","00:00","2.228","1.797","1.571","0.928","0.958","0.345","-0.115","-0.56","0"
"2009/01/01","00:00","2.049","1.747","1.516","0.871","0.891","0.266","-0.132","-0.744","0"
"2009/02/01","00:00","2.143","1.814","1.602","0.96","0.976","0.349","0.029","-0.391","0"
"2009/03/01","00:00","1.911","1.683","1.521","0.888","0.908","0.294","-0.02","-0.258","0"
"2009/04/01","00:00","1.915","1.627","1.46","0.816","0.841","0.221","-0.165","-0.471","0"
"2009/05/01","00:00","2.109","1.736","1.543","0.894","0.921","0.299","-0.125","-0.542","0"
"2009/06/01","00:00","2.26","1.882","1.64","0.99","1.017","0.394","-0.026","-0.504","0"
"2009/07/01","00:00","2.184","1.869","1.613","0.975","0.999","0.385","-0.021","-0.513","0"
"2009/08/01","00:00","2.146","1.854","1.638","1.005","1.024","0.41","0.059","-0.285","0"
"2009/09/01","00:00","1.992","1.801","1.647","1.012","1.026","0.405","0.109","-0.166","0"
"2009/10/01","00:00","2.121","1.804","1.654","1.024","1.041","0.427","0.118","-0.079","0"
"2009/11/01","00:00","2.108","1.799","1.589","0.943","0.971","0.352","-0.065","-0.384","0"
"2009/12/01","00:00","2.175","1.942","1.692","1.035","1.062","0.432","-0.019","-0.452","0"
"2010/01/01","00:00","2.27","2.013","1.771","1.098","1.12","0.469","0.062","-0.52","0"
"2010/02/01","00:00","2.323","1.917","1.706","1.071","1.09","0.473","0.152","-0.18","0"
"2010/03/01","00:00","2.099","1.727","1.581","0.925","0.939","0.297","0.029","-0.221","0"
"2010/04/01","00:00","2.067","1.769","1.609","0.962","0.983","0.356","0.02","-0.446","0"
"2010/05/01","00:00","2.011","1.684","1.482","0.843","0.869","0.256","-0.164","-0.463","0"
"2010/06/01","00:00","1.98","1.763","1.534","0.894","0.92","0.306","-0.114","-0.492","0"
"2010/07/01","00:00","2.159","1.828","1.599","0.961","0.983","0.366","0.002","-0.414","0"
"2010/08/01","00:00","2.074","1.809","1.594","0.97","0.986","0.377","0.09","-0.341","0"
"2010/09/01","00:00","1.977","1.764","1.599","0.964","0.982","0.364","0.074","-0.176","0"
"2010/10/01","00:00","1.985","1.736","1.596","0.944","0.967","0.338","0.006","-0.33","0"
"2010/11/01","00:00","2.157","1.769","1.581","0.92","0.941","0.301","-0.066","-0.37","0"
"2010/12/01","00:00","2.267","1.892","1.645","0.993","1.013","0.38","-0.034","-0.451","0"
"2011/01/01","00:00","2.177","1.825","1.58","0.941","0.967","0.354","-0.047","-0.453","0"
"2011/02/01","00:00","2.13","1.771","1.58","0.939","0.951","0.322","0.009","-0.28","0"
"2011/03/01","00:00","2.337","1.73","1.589","0.971","0.988","0.386","0.121","-0.217","0"
"2011/04/01","00:00","2.105","1.662","1.509","0.916","0.942","0.374","0.091","-0.326","0"
"2011/05/01","00:00","2.294","1.76","1.556","0.926","0.951","0.346","-0.026","-0.369","0"
"2011/06/01","00:00","2.12","1.848","1.613","0.979","1.007","0.4","-0.018","-0.387","0"
"2011/07/01","00:00","2.075","1.886","1.655","1.014","1.034","0.413","0.018","-0.277","0"
"2011/08/01","00:00","1.987","1.831","1.648","0.991","1.006","0.364","0.078","-0.147","0"
"2011/09/01","00:00","2.125","1.808","1.657","1.008","1.023","0.389","0.135","-0.119","0"
"2011/10/01","00:00","2.137","1.771","1.628","0.974","0.996","0.363","0.036","-0.391","0"
"2011/11/01","00:00","2.254","1.771","1.589","0.935","0.954","0.318","-0.062","-0.615","0"
"2011/12/01","00:00","2.076","1.769","1.556","0.902","0.923","0.29","-0.096","-0.587","0"
"2012/01/01","00:00","2.123","1.794","1.556","0.917","0.933","0.31","-0.032","-0.37","0"
"2012/02/01","00:00","2.048","1.738","1.534","0.881","0.897","0.259","-0.03","-0.356","0"
"2012/03/01","00:00","1.972","1.682","1.529","0.9","0.914","0.299","0.016","-0.236","0"
"2012/04/01","00:00","2.093","1.678","1.546","0.903","0.918","0.289","-0.026","-0.343","0"
"2012/05/01","00:00","2.098","1.731","1.548","0.899","0.917","0.285","-0.067","-0.515","0"
"2012/06/01","00:00","2.139","1.847","1.615","0.945","0.967","0.318","-0.073","-0.647","0"
"2012/07/01","00:00","2.179","1.885","1.65","0.977","0.997","0.343","-0.03","-0.503","0"
"2012/10/01","00:00","2.108","1.78","1.649","1.009","1.024","0.398","0.116","-0.221","0"
"2012/11/01","00:00","2.163","1.825","1.643","0.992","1.014","0.385","0.016","-0.482","0"
"2012/12/01","00:00","2.325","1.905","1.694","1.042","1.064","0.434","0.039","-0.386","0"
"2013/01/01","00:00","2.124","1.752","1.545","0.901","0.915","0.285","-0.053","-0.573","0"
"2013/02/01","00:00","2.036","1.699","1.511","0.866","0.877","0.242","-0.021","-0.376","0"
"2013/03/01","00:00","1.941","1.649","1.514","0.864","0.878","0.242","0","-0.232","0"
"2013/04/01","00:00","1.967","1.658","1.526","0.864","0.884","0.242","-0.069","-0.439","0"
"2013/05/01","00:00","2.037","1.718","1.543","0.882","0.902","0.261","-0.098","-0.565","0"
"2013/06/01","00:00","2.19","1.823","1.596","0.936","0.955","0.314","-0.04","-0.502","0"
"2013/07/01","00:00","2.217","1.87","1.64","0.997","1.014","0.388","0.059","-0.359","0"
"2013/08/01","00:00","2.121","1.812","1.617","0.982","0.996","0.375","0.092","-0.194","0"
"2013/09/01","00:00","1.938","1.775","1.646","1.007","1.021","0.395","0.157","-0.035","0"
"2013/10/01","00:00","1.961","1.746","1.632","0.992","1.005","0.378","0.13","-0.027","0"
"2013/11/01","00:00","2.019","1.799","1.619","0.967","0.982","0.345","0.002","-0.345","0"
"2013/12/01","00:00","2.167","1.827","1.597","0.935","0.957","0.317","-0.073","-0.515","0"
"2014/01/01","00:00","2.198","1.86","1.631","0.96","0.975","0.318","-0.034","-0.466","0"
"2014/02/01","00:00","2.28","1.771","1.587","0.937","0.95","0.313","0.045","-0.396","0"
"2014/03/01","00:00","2.183","1.746","1.628","0.959","0.972","0.315","0.102","-0.071","0"
"2014/04/01","00:00","1.978","1.734","1.601","0.946","0.962","0.323","0.048","-0.234","0"
"2014/05/01","00:00","1.999","1.783","1.598","0.94","0.961","0.323","-0.029","-0.305","0"
"2014/06/01","00:00","2.125","1.859","1.653","0.995","1.016","0.378","0.016","-0.438","0"
"2014/07/01","00:00","2.231","1.904","1.698","1.047","1.063","0.428","0.107","-0.354","0"
"2014/08/01","00:00","2.12","1.869","1.685","1.049","1.06","0.434","0.203","-0.269","0"
"2014/09/01","00:00","2.062","1.886","1.745","1.105","1.118","0.49","0.272","-0.025","0"
"2014/10/01","00:00","2.119","1.87","1.758","1.1","1.121","0.483","0.211","-0.065","0"
"2014/11/01","00:00","2.037","1.845","1.687","1.018","1.036","0.385","0.069","-0.331","0"
"2014/12/01","00:00","2.367","2.002","1.782","1.12","1.137","0.491","0.156","-0.319","0"
"2015/01/01","00:00","2.122","1.9","1.684","1.026","1.043","0.401","0.065","-0.354","0"
"2015/02/01","00:00","2.06","1.863","1.688","1.032","1.049","0.41","0.156","-0.24","0"
"2015/03/01","00:00","1.957","1.716","1.615","0.967","0.98","0.345","0.12","-0.087","0"
"2015/04/01","00:00","2.073","1.686","1.576","0.926","0.941","0.306","0.065","-0.18","0"
"2015/05/01","00:00","2.061","1.805","1.636","0.985","1.003","0.37","0.059","-0.301","0"
"2015/06/01","00:00","2.175","1.881","1.675","1.021","1.041","0.406","0.051","-0.261","0"
"2015/07/01","00:00","2.161","1.96","1.751","1.088","1.101","0.45","0.116","-0.234","0"
"2015/08/01","00:00","2.14","1.887","1.72","1.059","1.071","0.422","0.153","-0.14","0"
"2015/09/01","00:00","2.148","1.936","1.814","1.15","1.163","0.511","0.307","0.126","0"
"2015/10/01","00:00","2.203","1.917","1.809","1.142","1.157","0.505","0.238","-0.201","0"
"2015/11/01","00:00","2.311","1.867","1.707","1.039","1.059","0.41","0.073","-0.242","0"
"2015/12/01","00:00","2.224","1.922","1.725","1.064","1.083","0.441","0.076","-0.43","0"
"2016/01/01","00:00","2.209","1.923","1.723","1.068","1.085","0.447","0.131","-0.24","0"
"2016/02/01","00:00","2.152","1.817","1.64","0.992","1.004","0.367","0.109","-0.203","0"
"2016/03/01","00:00","2.063","1.759","1.633","1.024","1.041","0.448","0.215","-0.121","0"
"2016/04/01","00:00","2.065","1.642","1.535","0.895","0.911","0.286","0.006","-0.141","0"
"2016/05/01","00:00","2.138","1.76","1.607","0.952","0.97","0.332","0.016","-0.351","0"
"2016/06/01","00:00","2.206","1.84","1.63","0.969","0.988","0.346","-0.002","-0.33","0"
"2016/07/01","00:00","2.188","1.883","1.662","1.001","1.017","0.372","0.026","-0.297","0"
"2016/08/01","00:00","2.13","1.887","1.704","1.049","1.059","0.413","0.134","-0.149","0"
"2016/09/01","00:00","2.015","1.8","1.69","1.045","1.057","0.424","0.217","0.013","0"
"2016/10/01","00:00","2.099","1.773","1.671","1.025","1.04","0.409","0.178","-0.232","0"
"2016/11/01","00:00","2.162","1.822","1.67","1.015","1.035","0.399","0.068","-0.387","0"
"2016/12/01","00:00","2.303","1.824","1.614","0.96","0.982","0.35","-0.024","-0.463","0"
"2017/01/01","00:00","2.328","1.932","1.726","1.12","1.141","0.556","0.23","-0.203","0"
